image,name,age,crime,last_seen
001433.jpg,Varun Kumar,36,Burglary,Dharwad
001434.jpg,Ravi Nair,27,Assault,Tumakuru
001435.jpg,Ravi Shetty,50,Assault,Dharwad
001436.jpg,Vivek Singh,60,Cyber Crime,Udupi
001437.jpg,Sunil Sharma,54,Kidnapping,Hubli
001438.jpg,Sunil Rao,20,Smuggling,Kalaburagi
001439.jpg,Akash Joshi,51,Forgery,Dharwad
001440.jpg,Manoj Rao,21,Robbery,Dharwad
001441.jpg,Vijay Singh,37,Assault,Mangalore
001442.jpg,Vivek Patel,41,Assault,Shivamogga
001443.jpg,Vivek Gowda,27,Fraud,Mysore
001444.jpg,Ravi Das,53,Robbery,Bangalore
001445.jpg,Sunil Singh,56,Cyber Crime,Mangalore
001446.jpg,Manoj Yadav,27,Forgery,Mangalore
001447.jpg,Suresh Singh,45,Kidnapping,Udupi
001448.jpg,Sunil Kumar,60,Assault,Udupi
001449.jpg,Ravi Reddy,39,Robbery,Hubli
001450.jpg,Arjun Sharma,57,Kidnapping,Dharwad
001451.jpg,Ajay Reddy,52,Kidnapping,Shivamogga
001452.jpg,Manoj Reddy,20,Theft,Hubli
001453.jpg,Sunil Sharma,28,Vehicle Theft,Dharwad
001454.jpg,Mahesh Joshi,44,Theft,Hubli
001455.jpg,Arjun Joshi,22,Assault,Bangalore
001456.jpg,Mahesh Das,28,Vehicle Theft,Mysore
001457.jpg,Amit Das,22,Kidnapping,Kalaburagi
001458.jpg,Akash Reddy,48,Smuggling,Dharwad
001459.jpg,Varun Rao,55,Theft,Kalaburagi
001460.jpg,Manoj Gowda,58,Fraud,Dharwad
001461.jpg,Ravi Gowda,48,Assault,Bangalore
001462.jpg,Vijay Reddy,58,Fraud,Shivamogga
001463.jpg,Varun Patel,28,Smuggling,Hubli
001464.jpg,Rohan Naik,39,Fraud,Kalaburagi
001465.jpg,Kiran Gowda,34,Burglary,Kalaburagi
001466.jpg,Ajay Das,43,Burglary,Mangalore
001467.jpg,Vivek Nair,24,Burglary,Tumakuru
001468.jpg,Vivek Patel,58,Burglary,Belagavi
001469.jpg,Karthik Joshi,60,Smuggling,Mysore
001470.jpg,Akash Singh,48,Assault,Hubli
001471.jpg,Vivek Patel,41,Vehicle Theft,Udupi
001472.jpg,Suresh Singh,45,Kidnapping,Mysore
001473.jpg,Vivek Rao,53,Kidnapping,Mangalore
001474.jpg,Vivek Patel,21,Forgery,Mysore
001475.jpg,Varun Verma,28,Theft,Shivamogga
001476.jpg,Rohan Naik,35,Fraud,Udupi
001477.jpg,Akash Shetty,50,Assault,Bangalore
001478.jpg,Amit Naik,44,Smuggling,Tumakuru
001479.jpg,Sunil Yadav,27,Forgery,Mysore
001480.jpg,Sunil Singh,23,Smuggling,Bangalore
001481.jpg,Mahesh Sharma,58,Burglary,Shivamogga
001482.jpg,Anil Naik,52,Robbery,Mangalore
001483.jpg,Kiran Verma,23,Forgery,Mangalore
001484.jpg,Sunil Kumar,25,Forgery,Kalaburagi
001485.jpg,Prakash Gowda,53,Vehicle Theft,Tumakuru
001486.jpg,Vijay Yadav,45,Fraud,Dharwad
001487.jpg,Nikhil Verma,55,Smuggling,Bangalore
001488.jpg,Kiran Gupta,38,Assault,Tumakuru
001489.jpg,Amit Kumar,55,Fraud,Kalaburagi
001490.jpg,Anil Yadav,32,Vehicle Theft,Kalaburagi
001491.jpg,Rohan Gupta,52,Fraud,Belagavi
001492.jpg,Amit Naik,47,Theft,Hubli
001493.jpg,Deepak Das,41,Assault,Udupi
001494.jpg,Manoj Reddy,40,Smuggling,Kalaburagi
001495.jpg,Ravi Sharma,25,Kidnapping,Bangalore
001496.jpg,Rohan Gowda,54,Robbery,Kalaburagi
001497.jpg,Vijay Yadav,21,Fraud,Udupi
001498.jpg,Akash Shetty,42,Forgery,Shivamogga
001499.jpg,Mahesh Singh,32,Theft,Mysore
001500.jpg,Varun Rao,52,Theft,Bangalore
001501.jpg,Prakash Nair,42,Smuggling,Shivamogga
001502.jpg,Vivek Patel,38,Fraud,Mangalore
001503.jpg,Kiran Nair,45,Fraud,Belagavi
001504.jpg,Suresh Reddy,23,Assault,Kalaburagi
001505.jpg,Karthik Gowda,50,Assault,Mysore
001506.jpg,Anil Naik,51,Smuggling,Shivamogga
001507.jpg,Rohan Rao,58,Assault,Mangalore
001508.jpg,Sunil Verma,29,Smuggling,Udupi
001509.jpg,Amit Reddy,37,Assault,Hubli
001510.jpg,Sunil Nair,28,Burglary,Mangalore
001511.jpg,Mahesh Reddy,23,Burglary,Belagavi
001512.jpg,Sunil Reddy,48,Cyber Crime,Shivamogga
001513.jpg,Suresh Sharma,37,Assault,Kalaburagi
001514.jpg,Varun Reddy,37,Theft,Kalaburagi
001515.jpg,Deepak Reddy,43,Kidnapping,Shivamogga
001516.jpg,Kiran Gupta,60,Vehicle Theft,Hubli
001517.jpg,Varun Yadav,52,Cyber Crime,Kalaburagi
001518.jpg,Varun Gowda,35,Vehicle Theft,Kalaburagi
001519.jpg,Varun Joshi,53,Theft,Dharwad
001520.jpg,Karthik Yadav,50,Robbery,Shivamogga
001521.jpg,Kiran Gupta,20,Vehicle Theft,Mysore
001522.jpg,Sunil Rao,57,Smuggling,Udupi
001523.jpg,Vivek Gupta,26,Cyber Crime,Shivamogga
001524.jpg,Ravi Naik,34,Kidnapping,Belagavi
001525.jpg,Nikhil Verma,43,Assault,Mysore
001526.jpg,Sunil Nair,27,Smuggling,Dharwad
001527.jpg,Nikhil Kumar,31,Smuggling,Shivamogga
001528.jpg,Ravi Yadav,45,Kidnapping,Mysore
001529.jpg,Arjun Patel,44,Fraud,Kalaburagi
001530.jpg,Sunil Gowda,60,Cyber Crime,Kalaburagi
001531.jpg,Prakash Joshi,47,Theft,Kalaburagi
001532.jpg,Mahesh Joshi,60,Kidnapping,Tumakuru
001533.jpg,Karthik Joshi,41,Theft,Udupi
001534.jpg,Vivek Kumar,53,Robbery,Udupi
001535.jpg,Karthik Patel,35,Fraud,Mysore
001536.jpg,Karthik Gupta,53,Fraud,Mysore
001537.jpg,Akash Reddy,40,Burglary,Belagavi
001538.jpg,Ravi Gupta,30,Burglary,Hubli
001539.jpg,Amit Singh,40,Forgery,Mangalore
001540.jpg,Mahesh Verma,54,Forgery,Dharwad
001541.jpg,Ajay Rao,39,Theft,Tumakuru
001542.jpg,Rohan Naik,20,Assault,Udupi
001543.jpg,Varun Shetty,38,Vehicle Theft,Shivamogga
001544.jpg,Mahesh Sharma,23,Fraud,Belagavi
001545.jpg,Kiran Rao,49,Assault,Mangalore
001546.jpg,Ajay Yadav,56,Assault,Kalaburagi
001547.jpg,Ajay Verma,46,Kidnapping,Belagavi
001548.jpg,Rohan Verma,52,Theft,Mysore
001549.jpg,Sunil Nair,28,Fraud,Shivamogga
001550.jpg,Karthik Joshi,25,Cyber Crime,Mangalore
001551.jpg,Amit Gupta,51,Burglary,Belagavi
001552.jpg,Suresh Singh,53,Fraud,Mysore
001553.jpg,Rahul Gupta,32,Smuggling,Kalaburagi
001554.jpg,Sunil Shetty,37,Vehicle Theft,Mangalore
001555.jpg,Arjun Reddy,35,Smuggling,Mangalore
001556.jpg,Mahesh Gupta,57,Forgery,Mysore
001557.jpg,Rohan Naik,52,Assault,Dharwad
001558.jpg,Prakash Patel,49,Cyber Crime,Shivamogga
001559.jpg,Nikhil Naik,45,Smuggling,Kalaburagi
001560.jpg,Vijay Singh,27,Kidnapping,Kalaburagi
001561.jpg,Nikhil Das,55,Assault,Belagavi
001562.jpg,Prakash Verma,59,Theft,Mysore
001563.jpg,Arjun Rao,24,Vehicle Theft,Mangalore
001564.jpg,Sunil Patel,37,Assault,Dharwad
001565.jpg,Karthik Patel,52,Assault,Dharwad
001566.jpg,Amit Nair,41,Assault,Tumakuru
001567.jpg,Nikhil Nair,43,Vehicle Theft,Udupi
001568.jpg,Rohan Patel,25,Kidnapping,Hubli
001569.jpg,Deepak Reddy,20,Kidnapping,Shivamogga
001570.jpg,Suresh Joshi,48,Cyber Crime,Tumakuru
001571.jpg,Prakash Verma,27,Robbery,Tumakuru
001572.jpg,Ravi Yadav,34,Cyber Crime,Mangalore
001573.jpg,Akash Rao,22,Cyber Crime,Kalaburagi
001574.jpg,Deepak Gupta,60,Kidnapping,Bangalore
001575.jpg,Rahul Gupta,34,Smuggling,Mysore
001576.jpg,Kiran Yadav,22,Smuggling,Udupi
001577.jpg,Amit Yadav,52,Cyber Crime,Hubli
001578.jpg,Vivek Rao,54,Smuggling,Udupi
001579.jpg,Vijay Singh,50,Burglary,Bangalore
001580.jpg,Kiran Reddy,55,Theft,Belagavi
001581.jpg,Amit Naik,34,Fraud,Mysore
001582.jpg,Kiran Das,59,Fraud,Hubli
001583.jpg,Sunil Naik,23,Assault,Hubli
001584.jpg,Varun Shetty,24,Vehicle Theft,Hubli
001585.jpg,Mahesh Reddy,31,Assault,Shivamogga
001586.jpg,Vivek Kumar,29,Forgery,Hubli
001587.jpg,Anil Nair,37,Burglary,Mysore
001588.jpg,Manoj Reddy,50,Kidnapping,Shivamogga
001589.jpg,Prakash Sharma,20,Fraud,Mangalore
001590.jpg,Amit Kumar,47,Theft,Hubli
001591.jpg,Nikhil Naik,45,Burglary,Shivamogga
001592.jpg,Deepak Sharma,24,Theft,Mysore
001593.jpg,Vivek Kumar,35,Assault,Kalaburagi
001594.jpg,Suresh Rao,38,Robbery,Shivamogga
001595.jpg,Rahul Gowda,37,Smuggling,Bangalore
001596.jpg,Anil Sharma,34,Robbery,Mysore
001597.jpg,Rahul Shetty,48,Vehicle Theft,Kalaburagi
001598.jpg,Rohan Reddy,51,Theft,Tumakuru
001599.jpg,Karthik Rao,37,Cyber Crime,Hubli
001600.jpg,Sunil Shetty,43,Forgery,Udupi
001601.jpg,Nikhil Gowda,35,Robbery,Shivamogga
001602.jpg,Sunil Singh,49,Robbery,Shivamogga
001603.jpg,Amit Gupta,58,Smuggling,Dharwad
001604.jpg,Ajay Yadav,48,Cyber Crime,Bangalore
001605.jpg,Rahul Sharma,46,Assault,Mangalore
001606.jpg,Vijay Kumar,30,Kidnapping,Udupi
001607.jpg,Arjun Das,39,Kidnapping,Udupi
001608.jpg,Mahesh Rao,25,Theft,Dharwad
001609.jpg,Rahul Shetty,32,Kidnapping,Udupi
001610.jpg,Prakash Rao,28,Smuggling,Shivamogga
001611.jpg,Ajay Das,44,Forgery,Kalaburagi
001612.jpg,Manoj Gowda,22,Robbery,Belagavi
001613.jpg,Arjun Gowda,37,Kidnapping,Shivamogga
001614.jpg,Amit Kumar,23,Theft,Belagavi
001615.jpg,Anil Das,48,Fraud,Kalaburagi
001616.jpg,Deepak Das,57,Robbery,Mysore
001617.jpg,Karthik Naik,31,Kidnapping,Mangalore
001618.jpg,Rahul Rao,33,Theft,Belagavi
001619.jpg,Prakash Reddy,49,Cyber Crime,Mysore
001620.jpg,Karthik Naik,30,Theft,Tumakuru
001621.jpg,Vivek Gupta,45,Cyber Crime,Tumakuru
001622.jpg,Karthik Yadav,44,Robbery,Mysore
001623.jpg,Mahesh Joshi,27,Burglary,Dharwad
001624.jpg,Nikhil Joshi,33,Cyber Crime,Dharwad
001625.jpg,Manoj Patel,28,Smuggling,Hubli
001626.jpg,Ajay Nair,24,Smuggling,Tumakuru
001627.jpg,Rohan Nair,25,Kidnapping,Bangalore
001628.jpg,Manoj Gowda,27,Burglary,Udupi
001629.jpg,Varun Rao,37,Forgery,Belagavi
001630.jpg,Akash Naik,32,Fraud,Dharwad
001631.jpg,Suresh Patel,53,Burglary,Dharwad
001632.jpg,Vivek Gupta,46,Smuggling,Mangalore
001633.jpg,Kiran Gowda,32,Forgery,Mysore
001634.jpg,Sunil Das,47,Burglary,Dharwad
001635.jpg,Mahesh Shetty,45,Fraud,Hubli
001636.jpg,Karthik Patel,56,Robbery,Shivamogga
001637.jpg,Ravi Nair,25,Smuggling,Kalaburagi
001638.jpg,Suresh Rao,50,Smuggling,Mangalore
001639.jpg,Kiran Rao,57,Fraud,Dharwad
001640.jpg,Anil Gowda,25,Kidnapping,Udupi
001641.jpg,Rohan Reddy,27,Smuggling,Udupi
001642.jpg,Vijay Gowda,34,Forgery,Belagavi
001643.jpg,Anil Joshi,43,Burglary,Bangalore
001644.jpg,Akash Reddy,33,Theft,Kalaburagi
001645.jpg,Varun Das,50,Robbery,Mangalore
001646.jpg,Karthik Verma,39,Forgery,Bangalore
001647.jpg,Prakash Naik,25,Vehicle Theft,Shivamogga
001648.jpg,Vivek Patel,24,Cyber Crime,Dharwad
001649.jpg,Karthik Gowda,33,Theft,Mysore
001650.jpg,Varun Shetty,21,Vehicle Theft,Udupi
001651.jpg,Sunil Naik,52,Fraud,Bangalore
001652.jpg,Suresh Sharma,41,Assault,Mangalore
001653.jpg,Suresh Shetty,51,Vehicle Theft,Belagavi
001654.jpg,Deepak Das,56,Cyber Crime,Belagavi
001655.jpg,Karthik Singh,38,Assault,Kalaburagi
001656.jpg,Varun Singh,31,Fraud,Bangalore
001657.jpg,Vivek Rao,57,Assault,Belagavi
001658.jpg,Karthik Gowda,57,Burglary,Mysore
001659.jpg,Varun Kumar,46,Theft,Udupi
001660.jpg,Deepak Naik,20,Burglary,Dharwad
001661.jpg,Deepak Das,24,Assault,Bangalore
001662.jpg,Varun Joshi,42,Forgery,Kalaburagi
001663.jpg,Amit Patel,26,Fraud,Udupi
001664.jpg,Ravi Nair,26,Burglary,Dharwad
001665.jpg,Anil Gowda,32,Fraud,Udupi
001666.jpg,Vijay Reddy,53,Burglary,Mysore
001667.jpg,Rohan Patel,22,Forgery,Belagavi
001668.jpg,Sunil Reddy,45,Burglary,Kalaburagi
001669.jpg,Amit Yadav,45,Smuggling,Kalaburagi
001670.jpg,Sunil Das,30,Vehicle Theft,Tumakuru
001671.jpg,Kiran Verma,53,Theft,Belagavi
001672.jpg,Vijay Das,52,Burglary,Mysore
001673.jpg,Suresh Gowda,38,Smuggling,Dharwad
001674.jpg,Vijay Patel,47,Forgery,Udupi
001675.jpg,Amit Naik,34,Robbery,Kalaburagi
001676.jpg,Arjun Yadav,56,Vehicle Theft,Dharwad
001677.jpg,Rahul Patel,58,Burglary,Mangalore
001678.jpg,Prakash Nair,23,Cyber Crime,Kalaburagi
001679.jpg,Karthik Das,51,Vehicle Theft,Shivamogga
001680.jpg,Rohan Singh,51,Robbery,Belagavi
001681.jpg,Karthik Nair,48,Forgery,Belagavi
001682.jpg,Vivek Shetty,49,Robbery,Bangalore
001683.jpg,Arjun Joshi,41,Robbery,Shivamogga
001684.jpg,Manoj Yadav,35,Fraud,Udupi
001685.jpg,Rahul Yadav,32,Fraud,Dharwad
001686.jpg,Suresh Gupta,43,Fraud,Mysore
001687.jpg,Deepak Shetty,49,Smuggling,Shivamogga
001688.jpg,Manoj Verma,25,Forgery,Shivamogga
001689.jpg,Varun Reddy,48,Fraud,Dharwad
001690.jpg,Sunil Yadav,46,Theft,Hubli
001691.jpg,Amit Yadav,42,Cyber Crime,Bangalore
001692.jpg,Arjun Reddy,40,Smuggling,Dharwad
001693.jpg,Prakash Yadav,30,Smuggling,Tumakuru
001694.jpg,Kiran Rao,46,Burglary,Udupi
001695.jpg,Manoj Gupta,38,Burglary,Udupi
001696.jpg,Rahul Nair,28,Vehicle Theft,Mangalore
001697.jpg,Akash Verma,60,Theft,Mysore
001698.jpg,Mahesh Das,34,Forgery,Mysore
001699.jpg,Sunil Yadav,28,Burglary,Mysore
001700.jpg,Arjun Das,45,Forgery,Mangalore
001701.jpg,Vivek Gupta,53,Robbery,Tumakuru
001702.jpg,Nikhil Singh,56,Fraud,Bangalore
001703.jpg,Ravi Reddy,22,Smuggling,Dharwad
001704.jpg,Rohan Verma,46,Assault,Belagavi
001705.jpg,Rahul Naik,44,Fraud,Kalaburagi
001706.jpg,Anil Yadav,43,Smuggling,Shivamogga
001707.jpg,Mahesh Shetty,60,Forgery,Tumakuru
001708.jpg,Deepak Naik,45,Vehicle Theft,Bangalore
001709.jpg,Nikhil Singh,55,Kidnapping,Udupi
001710.jpg,Anil Sharma,33,Theft,Kalaburagi
001711.jpg,Suresh Reddy,50,Fraud,Tumakuru
001712.jpg,Sunil Sharma,50,Forgery,Udupi
001713.jpg,Ravi Rao,25,Forgery,Dharwad
001714.jpg,Prakash Verma,44,Kidnapping,Dharwad
001715.jpg,Vivek Das,46,Forgery,Kalaburagi
001716.jpg,Akash Joshi,47,Assault,Udupi
001717.jpg,Mahesh Gupta,28,Robbery,Mysore
001718.jpg,Sunil Das,29,Vehicle Theft,Mangalore
001719.jpg,Akash Rao,23,Cyber Crime,Mangalore
001720.jpg,Suresh Verma,49,Vehicle Theft,Shivamogga
001721.jpg,Deepak Das,28,Vehicle Theft,Kalaburagi
001722.jpg,Manoj Gowda,54,Kidnapping,Udupi
001723.jpg,Nikhil Gupta,56,Vehicle Theft,Mangalore
001724.jpg,Arjun Naik,42,Kidnapping,Mangalore
001725.jpg,Rahul Yadav,22,Assault,Shivamogga
001726.jpg,Karthik Verma,41,Forgery,Tumakuru
001727.jpg,Arjun Das,25,Kidnapping,Kalaburagi
001728.jpg,Rahul Naik,40,Smuggling,Belagavi
001729.jpg,Ravi Kumar,47,Fraud,Tumakuru
001730.jpg,Amit Sharma,52,Burglary,Dharwad
001731.jpg,Varun Verma,32,Smuggling,Shivamogga
001732.jpg,Deepak Kumar,56,Theft,Belagavi
001733.jpg,Akash Rao,30,Fraud,Bangalore
001734.jpg,Varun Gupta,47,Fraud,Mangalore
001735.jpg,Ravi Nair,20,Burglary,Mangalore
001736.jpg,Karthik Yadav,53,Assault,Kalaburagi
001737.jpg,Rahul Singh,56,Burglary,Tumakuru
001738.jpg,Sunil Patel,50,Smuggling,Shivamogga
001739.jpg,Manoj Joshi,33,Cyber Crime,Mysore
001740.jpg,Akash Yadav,24,Vehicle Theft,Shivamogga
001741.jpg,Arjun Naik,25,Theft,Tumakuru
001742.jpg,Karthik Das,31,Cyber Crime,Udupi
001743.jpg,Anil Rao,29,Burglary,Belagavi
001744.jpg,Arjun Singh,20,Vehicle Theft,Dharwad
001745.jpg,Akash Reddy,41,Fraud,Dharwad
001746.jpg,Rohan Das,24,Burglary,Tumakuru
001747.jpg,Suresh Kumar,33,Forgery,Mangalore
001748.jpg,Mahesh Reddy,51,Kidnapping,Mangalore
001749.jpg,Vivek Verma,38,Fraud,Hubli
001750.jpg,Vivek Gupta,47,Burglary,Mangalore
001751.jpg,Varun Patel,55,Robbery,Hubli
001752.jpg,Ravi Rao,27,Burglary,Hubli
001753.jpg,Vijay Kumar,58,Robbery,Mysore
001754.jpg,Varun Rao,42,Vehicle Theft,Mysore
001755.jpg,Deepak Reddy,35,Robbery,Kalaburagi
001756.jpg,Suresh Yadav,47,Fraud,Kalaburagi
001757.jpg,Anil Naik,60,Cyber Crime,Mangalore
001758.jpg,Akash Gowda,42,Forgery,Belagavi
001759.jpg,Kiran Singh,52,Theft,Tumakuru
001760.jpg,Akash Joshi,23,Cyber Crime,Shivamogga
001761.jpg,Nikhil Kumar,23,Kidnapping,Tumakuru
001762.jpg,Suresh Yadav,23,Forgery,Dharwad
001763.jpg,Vivek Naik,30,Assault,Mangalore
001764.jpg,Prakash Das,60,Cyber Crime,Belagavi
001765.jpg,Deepak Reddy,26,Fraud,Tumakuru
001766.jpg,Akash Das,46,Forgery,Mangalore
001767.jpg,Nikhil Reddy,23,Assault,Udupi
001768.jpg,Vivek Verma,59,Kidnapping,Bangalore
001769.jpg,Varun Das,36,Forgery,Dharwad
001770.jpg,Nikhil Rao,53,Assault,Bangalore
001771.jpg,Manoj Joshi,36,Forgery,Tumakuru
001772.jpg,Rohan Rao,30,Smuggling,Dharwad
001773.jpg,Ajay Verma,30,Theft,Tumakuru
001774.jpg,Ravi Shetty,21,Kidnapping,Dharwad
001775.jpg,Deepak Gowda,29,Robbery,Tumakuru
001776.jpg,Arjun Rao,33,Forgery,Bangalore
001777.jpg,Kiran Verma,26,Forgery,Shivamogga
001778.jpg,Karthik Naik,41,Assault,Kalaburagi
001779.jpg,Ravi Kumar,26,Fraud,Shivamogga
001780.jpg,Ravi Gupta,60,Cyber Crime,Shivamogga
001781.jpg,Ajay Verma,36,Theft,Mangalore
001782.jpg,Rahul Nair,22,Forgery,Mysore
001783.jpg,Ajay Gowda,52,Forgery,Udupi
001784.jpg,Rahul Gowda,47,Kidnapping,Belagavi
001785.jpg,Prakash Joshi,35,Burglary,Belagavi
001786.jpg,Rahul Patel,30,Theft,Belagavi
001787.jpg,Vivek Joshi,28,Smuggling,Belagavi
001788.jpg,Anil Sharma,51,Smuggling,Belagavi
001789.jpg,Ravi Reddy,58,Kidnapping,Belagavi
001790.jpg,Ravi Kumar,30,Cyber Crime,Bangalore
001791.jpg,Manoj Joshi,34,Robbery,Belagavi
001792.jpg,Arjun Rao,37,Assault,Kalaburagi
001793.jpg,Amit Reddy,37,Burglary,Bangalore
001794.jpg,Ajay Nair,53,Kidnapping,Shivamogga
001795.jpg,Akash Naik,59,Robbery,Bangalore
001796.jpg,Vivek Gowda,33,Smuggling,Bangalore
001797.jpg,Karthik Das,34,Smuggling,Mangalore
001798.jpg,Ajay Singh,20,Forgery,Belagavi
001799.jpg,Deepak Sharma,35,Fraud,Hubli
001800.jpg,Manoj Gowda,51,Smuggling,Dharwad
001801.jpg,Sunil Yadav,39,Theft,Kalaburagi
001802.jpg,Mahesh Das,51,Robbery,Shivamogga
001803.jpg,Akash Joshi,32,Fraud,Kalaburagi
001804.jpg,Arjun Rao,47,Fraud,Mangalore
001805.jpg,Rahul Gowda,33,Robbery,Udupi
001806.jpg,Mahesh Verma,57,Burglary,Bangalore
001807.jpg,Prakash Gowda,57,Robbery,Tumakuru
001808.jpg,Arjun Rao,34,Assault,Hubli
001809.jpg,Nikhil Gowda,59,Burglary,Mangalore
001810.jpg,Vivek Nair,50,Theft,Shivamogga
001811.jpg,Rohan Reddy,33,Burglary,Dharwad
001812.jpg,Varun Reddy,44,Assault,Shivamogga
001813.jpg,Arjun Nair,48,Vehicle Theft,Mangalore
001814.jpg,Deepak Das,53,Robbery,Tumakuru
001815.jpg,Arjun Naik,37,Vehicle Theft,Bangalore
001816.jpg,Amit Reddy,47,Smuggling,Belagavi
001817.jpg,Suresh Singh,39,Assault,Udupi
001818.jpg,Manoj Nair,57,Assault,Kalaburagi
001819.jpg,Ajay Nair,57,Forgery,Belagavi
001820.jpg,Ravi Naik,44,Cyber Crime,Mangalore
001821.jpg,Rahul Patel,34,Forgery,Udupi
001822.jpg,Prakash Nair,50,Kidnapping,Bangalore
001823.jpg,Ajay Nair,53,Forgery,Mangalore
001824.jpg,Akash Gowda,58,Theft,Belagavi
001825.jpg,Rohan Das,51,Fraud,Dharwad
001826.jpg,Varun Yadav,57,Forgery,Udupi
001827.jpg,Sunil Gowda,29,Kidnapping,Mysore
001828.jpg,Varun Nair,53,Cyber Crime,Tumakuru
001829.jpg,Mahesh Das,20,Kidnapping,Mysore
001830.jpg,Karthik Naik,38,Cyber Crime,Shivamogga
001831.jpg,Anil Gupta,29,Burglary,Belagavi
001832.jpg,Rahul Yadav,31,Vehicle Theft,Dharwad
001833.jpg,Suresh Yadav,26,Burglary,Tumakuru
001834.jpg,Varun Verma,53,Kidnapping,Hubli
001835.jpg,Rohan Joshi,35,Kidnapping,Shivamogga
001836.jpg,Mahesh Reddy,24,Smuggling,Mysore
001837.jpg,Sunil Nair,21,Kidnapping,Mysore
001838.jpg,Akash Verma,38,Burglary,Mysore
001839.jpg,Ravi Rao,56,Burglary,Kalaburagi
001840.jpg,Ajay Reddy,52,Robbery,Dharwad
001841.jpg,Deepak Kumar,23,Burglary,Mangalore
001842.jpg,Arjun Singh,38,Smuggling,Mysore
001843.jpg,Anil Kumar,46,Assault,Udupi
001844.jpg,Deepak Das,34,Assault,Shivamogga
001845.jpg,Mahesh Sharma,57,Theft,Belagavi
001846.jpg,Anil Gupta,30,Burglary,Bangalore
001847.jpg,Vijay Yadav,55,Fraud,Hubli
001848.jpg,Nikhil Nair,55,Cyber Crime,Hubli
001849.jpg,Deepak Rao,36,Robbery,Hubli
001850.jpg,Manoj Patel,42,Assault,Bangalore
001851.jpg,Akash Joshi,30,Theft,Dharwad
001852.jpg,Ajay Gowda,36,Burglary,Tumakuru
001853.jpg,Prakash Singh,60,Assault,Tumakuru
001854.jpg,Anil Gupta,38,Vehicle Theft,Udupi
001855.jpg,Rohan Reddy,44,Cyber Crime,Shivamogga
001856.jpg,Akash Kumar,35,Kidnapping,Shivamogga
001857.jpg,Nikhil Verma,45,Fraud,Bangalore
001858.jpg,Ravi Shetty,24,Fraud,Tumakuru
001859.jpg,Manoj Reddy,27,Vehicle Theft,Kalaburagi
001860.jpg,Deepak Joshi,35,Vehicle Theft,Shivamogga
001861.jpg,Vijay Naik,40,Robbery,Hubli
001862.jpg,Karthik Singh,35,Cyber Crime,Bangalore
001863.jpg,Anil Yadav,22,Theft,Hubli
001864.jpg,Nikhil Das,35,Cyber Crime,Mangalore
001865.jpg,Deepak Das,26,Forgery,Mysore
001866.jpg,Vivek Verma,51,Cyber Crime,Belagavi
001867.jpg,Amit Gowda,22,Vehicle Theft,Dharwad
001868.jpg,Nikhil Kumar,45,Assault,Belagavi
001869.jpg,Ajay Naik,46,Robbery,Tumakuru
001870.jpg,Ajay Gupta,53,Forgery,Mangalore
001871.jpg,Kiran Joshi,33,Robbery,Kalaburagi
001872.jpg,Sunil Yadav,38,Smuggling,Kalaburagi
001873.jpg,Anil Kumar,56,Smuggling,Udupi
001874.jpg,Karthik Singh,50,Forgery,Mangalore
001875.jpg,Rohan Rao,31,Burglary,Shivamogga
001876.jpg,Ajay Reddy,22,Theft,Dharwad
001877.jpg,Nikhil Sharma,53,Kidnapping,Shivamogga
001878.jpg,Karthik Verma,29,Assault,Kalaburagi
001879.jpg,Ravi Patel,39,Burglary,Dharwad
001880.jpg,Nikhil Patel,42,Robbery,Tumakuru
001881.jpg,Ajay Rao,41,Kidnapping,Dharwad
001882.jpg,Amit Shetty,32,Forgery,Udupi
001883.jpg,Vijay Reddy,24,Assault,Udupi
001884.jpg,Amit Das,49,Smuggling,Mangalore
001885.jpg,Vivek Gowda,57,Vehicle Theft,Dharwad
001886.jpg,Karthik Sharma,40,Theft,Udupi
001887.jpg,Sunil Rao,42,Vehicle Theft,Udupi
001888.jpg,Varun Patel,23,Theft,Mysore
001889.jpg,Nikhil Yadav,20,Fraud,Hubli
001890.jpg,Vivek Yadav,49,Forgery,Shivamogga
001891.jpg,Rohan Das,38,Burglary,Mysore
001892.jpg,Prakash Gowda,55,Fraud,Mysore
001893.jpg,Rahul Sharma,41,Theft,Kalaburagi
001894.jpg,Sunil Das,37,Smuggling,Hubli
001895.jpg,Prakash Gowda,56,Theft,Shivamogga
001896.jpg,Arjun Kumar,58,Fraud,Mysore
001897.jpg,Rahul Gupta,23,Fraud,Udupi
001898.jpg,Kiran Nair,26,Theft,Shivamogga
001899.jpg,Karthik Kumar,44,Theft,Shivamogga
001900.jpg,Karthik Kumar,20,Vehicle Theft,Mangalore
001901.jpg,Rohan Singh,47,Kidnapping,Kalaburagi
001902.jpg,Kiran Naik,54,Vehicle Theft,Shivamogga
001903.jpg,Kiran Rao,55,Robbery,Shivamogga
001904.jpg,Akash Joshi,48,Smuggling,Belagavi
001905.jpg,Arjun Kumar,55,Kidnapping,Dharwad
001906.jpg,Vijay Singh,30,Vehicle Theft,Shivamogga
001907.jpg,Deepak Gowda,44,Assault,Dharwad
001908.jpg,Ajay Gupta,30,Burglary,Tumakuru
001909.jpg,Anil Yadav,28,Smuggling,Dharwad
001910.jpg,Karthik Gupta,44,Fraud,Dharwad
001911.jpg,Suresh Kumar,24,Robbery,Dharwad
